Date,rcp2.3
1/1/1980,-5.1405
2/1/1980,-8.017
3/1/1980,3.5395
4/1/1980,6.2645
5/1/1980,9.52
6/1/1980,14.614
7/1/1980,18.5155
8/1/1980,16.6835
9/1/1980,11.6055
10/1/1980,2.7965
11/1/1980,-2.418
12/1/1980,-7.633
1/1/1981,-7.3765
2/1/1981,-2.0605
3/1/1981,2.5555
4/1/1981,5.768
5/1/1981,8.691
6/1/1981,16.176
7/1/1981,18.698
8/1/1981,18.7725
9/1/1981,14.241
10/1/1981,8.6235
11/1/1981,-1.33
12/1/1981,-5.4835
1/1/1982,-7.331
2/1/1982,-5.7535
3/1/1982,2.8755
4/1/1982,6.6315
5/1/1982,10.579
6/1/1982,13.75
7/1/1982,18.4375
8/1/1982,16.1015
9/1/1982,12.1805
10/1/1982,6.267
11/1/1982,1.2405
12/1/1982,-5.5115
1/1/1983,-10.751
2/1/1983,-1.233
3/1/1983,0.2035
4/1/1983,1.544
5/1/1983,9.2995
6/1/1983,12.6835
7/1/1983,19.7925
8/1/1983,18.7335
9/1/1983,13.6135
10/1/1983,6.829
11/1/1983,-0.109
12/1/1983,-5.269
1/1/1984,-3.8185
2/1/1984,0.721
3/1/1984,-0.9305
4/1/1984,7.4765
5/1/1984,9.253
6/1/1984,14
7/1/1984,18.4945
8/1/1984,16.142
9/1/1984,13.399
10/1/1984,6.07
11/1/1984,-2.5155
12/1/1984,-5.3375
1/1/1985,-7.7615
2/1/1985,-6.044
3/1/1985,0.4775
4/1/1985,3.222
5/1/1985,10.925
6/1/1985,15.973
7/1/1985,18.0435
8/1/1985,17.9345
9/1/1985,14.404
10/1/1985,7.0445
11/1/1985,1.0095
12/1/1985,-5.7805
1/1/1986,-1.582
2/1/1986,-4.4985
3/1/1986,0.9885
4/1/1986,4.5245
5/1/1986,10.362
6/1/1986,12.361
7/1/1986,20.2495
8/1/1986,18.0845
9/1/1986,12.563
10/1/1986,7.0465
11/1/1986,-2.1065
12/1/1986,-4.941
1/1/1987,-7.9685
2/1/1987,-3.713
3/1/1987,-1.0455
4/1/1987,4.3255
5/1/1987,8.3985
6/1/1987,12.7945
7/1/1987,18.611
8/1/1987,17.2575
9/1/1987,13.279
10/1/1987,9.8075
11/1/1987,1.0395
12/1/1987,-6.6365
1/1/1988,-2.8475
2/1/1988,-5.485
3/1/1988,-0.638
4/1/1988,5.076
5/1/1988,8.371
6/1/1988,17.163
7/1/1988,19.491
8/1/1988,16.6195
9/1/1988,13.3635
10/1/1988,5.206
11/1/1988,-0.511
12/1/1988,-5.8365
1/1/1989,-7.5815
2/1/1989,-0.688
3/1/1989,-2.885
4/1/1989,2.4345
5/1/1989,12.6055
6/1/1989,13.9705
7/1/1989,18.964
8/1/1989,20.139
9/1/1989,13.291
10/1/1989,7.169
11/1/1989,-2.2105
12/1/1989,-5.888
1/1/1990,-1.616
2/1/1990,-9.0775
3/1/1990,1.5445
4/1/1990,2.881
5/1/1990,12.13
6/1/1990,17.255
7/1/1990,20.1525
8/1/1990,18.8115
9/1/1990,14.668
10/1/1990,4.98
11/1/1990,-1.1215
12/1/1990,-6.077
1/1/1991,-6.7415
2/1/1991,-5.267
3/1/1991,-1.0415
4/1/1991,1.231
5/1/1991,6.7485
6/1/1991,12.906
7/1/1991,18.4865
8/1/1991,18.655
9/1/1991,11.548
10/1/1991,4.2605
11/1/1991,3.151
12/1/1991,-7.375
1/1/1992,-4.4945
2/1/1992,-2.3635
3/1/1992,1.423
4/1/1992,5.891
5/1/1992,8.971
6/1/1992,13.4955
7/1/1992,18.984
8/1/1992,16.73
9/1/1992,12.264
10/1/1992,4.485
11/1/1992,-4.63
12/1/1992,-10.812
1/1/1993,-5.39
2/1/1993,-4.5365
3/1/1993,-1.248
4/1/1993,3.6085
5/1/1993,10.9715
6/1/1993,15.181
7/1/1993,20.141
8/1/1993,19.159
9/1/1993,13.073
10/1/1993,6.5355
11/1/1993,1.181
12/1/1993,-3.2565
1/1/1994,-2.2475
2/1/1994,-3.8695
3/1/1994,-0.497
4/1/1994,4.608
5/1/1994,11.538
6/1/1994,15.8535
7/1/1994,19.134
8/1/1994,19.4825
9/1/1994,15.903
10/1/1994,8.3145
11/1/1994,0.4705
12/1/1994,-2.6635
1/1/1995,-7.188
2/1/1995,-5.4405
3/1/1995,2.3895
4/1/1995,6.8715
5/1/1995,7.757
6/1/1995,15.321
7/1/1995,18.5975
8/1/1995,17.757
9/1/1995,11.162
10/1/1995,8.141
11/1/1995,2.24
12/1/1995,-7.5685
1/1/1996,-8.7685
2/1/1996,-4.558
3/1/1996,-2.8025
4/1/1996,3.382
5/1/1996,10.272
6/1/1996,12.7115
7/1/1996,18.7515
8/1/1996,18.657
9/1/1996,14.1165
10/1/1996,6.599
11/1/1996,0.1285
12/1/1996,-2.415
1/1/1997,-9.082
2/1/1997,-2.6485
3/1/1997,-2.031
4/1/1997,2.552
5/1/1997,9.822
6/1/1997,14.4965
7/1/1997,18.011
8/1/1997,18.203
9/1/1997,14.5615
10/1/1997,5.277
11/1/1997,0.937
12/1/1997,-5.8225
1/1/1998,-7.8045
2/1/1998,-5.9755
3/1/1998,-0.774
4/1/1998,3.4025
5/1/1998,8.1665
6/1/1998,14.6515
7/1/1998,19.705
8/1/1998,19.749
9/1/1998,14.6475
10/1/1998,8.136
